Programme Number,Cast or Crew?,Person/Group Name,Role,Person/Group URI
ESBB764E,cast,Ronald Forfar,Soothsayer,http://dbpedia.org/resource/Ronald_Forfar
ESBB764E,cast,Patrick Marley,Artemidorus,http://shakespeare.acropolis.org.uk/people/Patrick+Marley
ESBB764E,cast,William Simons,Trebonius,http://shakespeare.acropolis.org.uk/people/William+Simons
ESBB764E,cast,John Tordoff,Cinna the Poet,http://shakespeare.acropolis.org.uk/people/John+Tordoff
ESBB764E,cast,Philip York,Young Cato,http://shakespeare.acropolis.org.uk/people/Philip+York
ESBB764E,cast,Christopher Good,Clitus,http://shakespeare.acropolis.org.uk/people/Christopher+Good
ESBB764E,cast,Robert Oates,Pindarus,http://shakespeare.acropolis.org.uk/people/Robert+Oates
ESBB764E,cast,Alan Thompson,First Citizen,http://shakespeare.acropolis.org.uk/people/Alan+Thompson
ESBB764E,cast,Alan Thompson,First Plebeian,http://shakespeare.acropolis.org.uk/people/Alan+Thompson
ESBB764E,cast,Leo Dolan,Second Citizen,http://shakespeare.acropolis.org.uk/people/Leo+Dolan
ESBB764E,cast,Leo Dolan,Second Plebeian,http://shakespeare.acropolis.org.uk/people/Leo+Dolan
ESBB764E,cast,Johnnie Wade,Third Plebeian,http://shakespeare.acropolis.org.uk/people/Johnnie+Wade
ESBB764E,cast,Johnnie Wade,First Soldier,http://shakespeare.acropolis.org.uk/people/Johnnie+Wade
ESBB764E,cast,David Henry,Fourth Plebeian,http://shakespeare.acropolis.org.uk/people/David+Henry
ESBB764E,cast,David Henry,Second Soldier,http://shakespeare.acropolis.org.uk/people/David+Henry
ESBB764E,cast,Jonathan Scott Taylor,Lucius,http://shakespeare.acropolis.org.uk/people/Jonathan+Scott+Taylor
ESBB764E,cast,Tom Kelly,Claudius,http://shakespeare.acropolis.org.uk/people/David+Henry
ESBB764E,cast,Tom Kelly,Antony's Servant,http://shakespeare.acropolis.org.uk/people/David+Henry
ESBB764E,cast,Jack Elliott,Octavius' Servant,http://shakespeare.acropolis.org.uk/people/Jack+Elliott
ESBB764E,cast,Jack Elliott,Messenger,http://shakespeare.acropolis.org.uk/people/Jack+Elliott
ESBB764E,cast,Michael Cogan,Caesar's Servant,http://shakespeare.acropolis.org.uk/people/Michael+Cogan
ESBB764E,cast,Reginald Jessup,Poet,http://shakespeare.acropolis.org.uk/people/Reginald+Jessup
ESBB764E,cast,Maurice Thorogood,Strato,http://shakespeare.acropolis.org.uk/people/Maurice+Thorogood
ESBB764E,cast,Michael Greatorex,Varro,http://shakespeare.acropolis.org.uk/people/Michael+Greatorex
ESBB764E,cast,Nicholas Gecks,Volumnius,http://dbpedia.org/resource/Nicholas_Gecks
ESBB764E,cast,Michael Jenkinson,Dardanius,http://shakespeare.acropolis.org.uk/people/Michael+Jenkinson
ESBB764E,cast,Roy Spencer,Lepidus,http://shakespeare.acropolis.org.uk/people/Michael+Greatorex
ESBB764E,cast,Terence Conoley,Popilius,http://shakespeare.acropolis.org.uk/people/Terence+Conoley
ESBB764E,cast,Noel Johnson,Publius,http://dbpedia.org/resource/Noel_Johnson
ESBB765Y,cast,Richard Pasco,Brutus,http://dbpedia.org/resource/Richard_Pasco
ESBB765Y,cast,Charles Gray,Julius Caesar,http://dbpedia.org/resource/Charles_Gray_(actor)
ESBB765Y,cast,Keith Michell,Marc Antony,http://dbpedia.org/resource/Keith_Michell
ESBB765Y,cast,David Collings,Cassius,http://dbpedia.org/resource/David_Collings
ESBB765Y,cast,Virginia McKenna,Portia,http://dbpedia.org/resource/Virginia_McKenna
ESBB765Y,cast,Elizabeth Spriggs,Calphurnia,http://dbpedia.org/resource/Elizabeth_Spriggs
ESBB765Y,cast,Sam Dastor,Casca,http://dbpedia.org/resource/Sam_Dastor
ESBB765Y,cast,Jon Laurimore,Flavius,http://shakespeare.acropolis.org.uk/people/Jon+Laurimore
ESBB765Y,cast,John Sterland,Marullus,http://dbpedia.org/resource/John_Sterland
ESBB765Y,cast,Garrick Hagon,Octavius Caesar,http://shakespeare.acropolis.org.uk/people/Garrick+Hagon
ESBB765Y,cast,Brian Coburn,Messala,http://shakespeare.acropolis.org.uk/people/Jon+Laurimore
ESBB765Y,cast,Leonard Preston,Titinius,http://shakespeare.acropolis.org.uk/people/Leonard+Preston
ESBB765Y,cast,Alexander Davion,Decius Brutus,http://shakespeare.acropolis.org.uk/people/Alexander+Davion
ESBB765Y,cast,Darien Angadi,Cinna,http://shakespeare.acropolis.org.uk/people/Darien+Angadi
ESBB765Y,cast,Andrew Hilton,Lucilius,http://shakespeare.acropolis.org.uk/people/Andrew+Hilton
ESBB765Y,cast,Anthony Dawes,Ligarius,http://shakespeare.acropolis.org.uk/people/Anthony+Dawes
ESBB765Y,cast,Roger Bizley,Metellus,http://shakespeare.acropolis.org.uk/people/Roger+Bizley
ESBB765Y,cast,Manning Wilson,Cicero,http://shakespeare.acropolis.org.uk/people/Manning+Wilson
ESBB765Y,cast,Ronald Forfar,Soothsayer,http://dbpedia.org/resource/Ronald_Forfar
ESBB765Y,cast,Patrick Marley,Artemidorus,http://shakespeare.acropolis.org.uk/people/Patrick+Marley
ESBB765Y,cast,William Simons,Trebonius,http://shakespeare.acropolis.org.uk/people/William+Simons
ESBB765Y,cast,John Tordoff,Cinna the Poet,http://shakespeare.acropolis.org.uk/people/John+Tordoff
ESBB765Y,cast,Philip York,Young Cato,http://shakespeare.acropolis.org.uk/people/Philip+York
ESBB765Y,cast,Christopher Good,Clitus,http://shakespeare.acropolis.org.uk/people/Christopher+Good
ESBB765Y,cast,Robert Oates,Pindarus,http://shakespeare.acropolis.org.uk/people/Robert+Oates
ESBB765Y,cast,Alan Thompson,First Citizen,http://shakespeare.acropolis.org.uk/people/Alan+Thompson
ESBB765Y,cast,Alan Thompson,First Plebeian,http://shakespeare.acropolis.org.uk/people/Alan+Thompson
ESBB765Y,cast,Leo Dolan,Second Citizen,http://shakespeare.acropolis.org.uk/people/Leo+Dolan
ESBB765Y,cast,Leo Dolan,Second Plebeian,http://shakespeare.acropolis.org.uk/people/Leo+Dolan
ESBB765Y,cast,Johnnie Wade,Third Plebeian,http://shakespeare.acropolis.org.uk/people/Johnnie+Wade
ESBB765Y,cast,Johnnie Wade,First Soldier,http://shakespeare.acropolis.org.uk/people/Johnnie+Wade
ESBB765Y,cast,David Henry,Fourth Plebeian,http://shakespeare.acropolis.org.uk/people/David+Henry
ESBB765Y,cast,David Henry,Second Soldier,http://shakespeare.acropolis.org.uk/people/David+Henry
ESBB765Y,cast,Jonathan Scott Taylor,Lucius,http://shakespeare.acropolis.org.uk/people/Jonathan+Scott+Taylor
ESBB765Y,cast,Tom Kelly,Claudius,http://shakespeare.acropolis.org.uk/people/David+Henry
ESBB765Y,cast,Tom Kelly,Antony's Servant,http://shakespeare.acropolis.org.uk/people/David+Henry
ESBB765Y,cast,Jack Elliott,Octavius' Servant,http://shakespeare.acropolis.org.uk/people/Jack+Elliott
ESBB765Y,cast,Jack Elliott,Messenger,http://shakespeare.acropolis.org.uk/people/Jack+Elliott
ESBB765Y,cast,Michael Cogan,Caesar's Servant,http://shakespeare.acropolis.org.uk/people/Michael+Cogan
ESBB765Y,cast,Reginald Jessup,Poet,http://shakespeare.acropolis.org.uk/people/Reginald+Jessup
ESBB765Y,cast,Maurice Thorogood,Strato,http://shakespeare.acropolis.org.uk/people/Maurice+Thorogood
ESBB765Y,cast,Michael Greatorex,Varro,http://shakespeare.acropolis.org.uk/people/Michael+Greatorex
ESBB765Y,cast,Nicholas Gecks,Volumnius,http://dbpedia.org/resource/Nicholas_Gecks
ESBB765Y,cast,Michael Jenkinson,Dardanius,http://shakespeare.acropolis.org.uk/people/Michael+Jenkinson
ESBB765Y,cast,Roy Spencer,Lepidus,http://shakespeare.acropolis.org.uk/people/Michael+Greatorex
ESBB765Y,cast,Terence Conoley,Popilius,http://shakespeare.acropolis.org.uk/people/Terence+Conoley
ESBB765Y,cast,Noel Johnson,Publius,http://dbpedia.org/resource/Noel_Johnson
ESBH588L,cast,Anton Lesser,Romeo,http://dbpedia.org/resource/Anton_Lesser
ESBH588L,cast,Niamh Cusack,Juliet,http://shakespeare.acropolis.org.uk/people/Niamh+Cusack
ESBH588L,cast,Estelle Kohler,Olivia,http://dbpedia.org/resource/Estelle_Kohler
ESBH588L,cast,Emrys James,Malvolio,http://dbpedia.org/resource/Emrys_James
ESBJ406P,cast,Estelle Kohler,Olivia,http://dbpedia.org/resource/Estelle_Kohler
ESBJ406P,cast,Emrys James,Malvolio,http://dbpedia.org/resource/Emrys_James
ESBJ406P,cast,Estelle Kohler,Lady Macbeth,http://dbpedia.org/resource/Estelle_Kohler
ESBJ406P,cast,Emrys James,Macbeth,http://dbpedia.org/resource/Emrys_James
ESBT315S,cast,Roger Lloyd-Pack,Presenter,http://shakespeare.acropolis.org.uk/people/Roger+Lloyd-Pack
ESBU251J,cast,Mona Hammond,Nurse,http://dbpedia.org/resource/Mona_Hammond
ESBU251J,cast,Marcelle Duprey,Juliet,http://shakespeare.acropolis.org.uk/people/Marcelle+Duprey
ESBU252D,cast,David Morrissey,Marcus Brutus,http://shakespeare.acropolis.org.uk/people/David+Morrissey
ESBU252D,cast,Patrick Robinson,Mark Antony,http://shakespeare.acropolis.org.uk/people/Patrick+Robinson
ESBU253X,cast,Anna Friel,Hermia,http://shakespeare.acropolis.org.uk/people/Anna+Friel
ESBU253X,cast,Simone Bendix,Helena,http://shakespeare.acropolis.org.uk/people/Simone+Bendix
ESBU254R,cast,Sharon Duce,Maria,http://shakespeare.acropolis.org.uk/people/Sharon+Duce
ESBU254R,cast,Nigel Planer,Malvolio,http://shakespeare.acropolis.org.uk/people/Nigel+Planer
ESBU254R,cast,Adam Godley,Sir Andrew Aguecheek,http://shakespeare.acropolis.org.uk/people/Adam+Godley
ESBU255K,cast,Louise Lombard,Lady Macbeth,http://shakespeare.acropolis.org.uk/people/Louise+Lombard
ESBU255K,cast,John Gordon Sinclair,Macbeth,http://shakespeare.acropolis.org.uk/people/John+Gordon+Sinclair
ESBU255K,cast,Terence Eden,Malcolm,http://shakespeare.acropolis.org.uk/people/Terence+Eden
ESBU255K,cast,Amita Dhiri,First Witch,http://shakespeare.acropolis.org.uk/people/Amita+Dhiri
ESBW544N,cast,Con O'Neill,Macbeth,http://shakespeare.acropolis.org.uk/people/Con+O'Neill
ESBW544N,cast,Danny Sapani,Banquo,http://shakespeare.acropolis.org.uk/people/Danny+Sapani
ESBW544N,cast,Patricia Kerrigan,Lady Macbeth,http://shakespeare.acropolis.org.uk/people/Patricia+Kerrigan
ESBW545H,cast,Rhys Ifans,Macbeth,http://shakespeare.acropolis.org.uk/people/Rhys+Ifans
ESBW545H,cast,Abigail Canton,Lady Macbeth,http://shakespeare.acropolis.org.uk/people/Abigail+Canton
ESBW546B,cast,Adjoa Andoh,Lady Macbeth,http://shakespeare.acropolis.org.uk/people/Adjoa+Andoh
ESBW547W,cast,Amita Dhiri,Presenter,http://shakespeare.acropolis.org.uk/people/Amita+Dhiri
ESBW547W,cast,Amita Dhiri,First Witch,http://shakespeare.acropolis.org.uk/people/Amita+Dhiri
FOUA173E,cast,James Laurenson,Mark Antony,http://dbpedia.org/resource/James_Laurenson
FOUA173E,cast,Gillian Barge,Cleopatra,http://dbpedia.org/resource/Gillian_Barge
FOUA173E,cast,Patrick Stewart,Contributor,http://dbpedia.org/resource/Patrick_Stewart
FOUA173E,cast,Richard Johnson,Contributor,http://dbpedia.org/resource/Richard_Johnson_(actor)
FOUA173E,cast,Cicely Palser Havely,Contributor,http://shakespeare.acropolis.org.uk/people/Cicely+Palser+Havely
FOUA173E,cast,John Russell Brown,Contributor,http://shakespeare.acropolis.org.uk/people/John+Russell+Brown
FOUA473J,cast,Zoe Wanamaker,Narrator,http://dbpedia.org/resource/Zoë_Wanamaker
FOUA473J,cast,Simon Eliot,Presenter,http://shakespeare.acropolis.org.uk/people/Simon+Eliot
FOUA565H,cast,Cicely Berry,Contributor,http://shakespeare.acropolis.org.uk/people/Cicely+Berry
FOUA565H,cast,Richard Attenborough,Contributor,http://shakespeare.acropolis.org.uk/people/Richard+Attenborough
FOUA565H,cast,Clive Barker,Contributor,http://shakespeare.acropolis.org.uk/people/Clive+Barker
FOUA565H,cast,Fiona Shaw,Contributor,http://shakespeare.acropolis.org.uk/people/Fiona+Shaw
FOUA565H,cast,John Gielgud,Contributor,http://dbpedia.org/resource/John_Gielgud
ICMA003W,cast,Gregory Doran,Contributor,http://shakespeare.acropolis.org.uk/people/Gregory+Doran
ICMA003W,cast,Ray Fearon,Contributor,http://shakespeare.acropolis.org.uk/people/Ray+Fearon
ICMA003W,cast,Gerald Kyd,Contributor,http://shakespeare.acropolis.org.uk/people/Gerald+Kyd
ICMA003W,cast,Fred Melamed,Announcer,http://shakespeare.acropolis.org.uk/people/Fred+Melamed
ICMA003W,cast,Robert Whitelock,Hamlet,http://shakespeare.acropolis.org.uk/people/Robert+Whitelock
ICMA003W,cast,Michael Wood,Presenter,http://shakespeare.acropolis.org.uk/people/Gerald+Kyd
ICMA004P,cast,Gregory Doran,Contributor,http://shakespeare.acropolis.org.uk/people/Gregory+Doran
ICMA004P,cast,Ray Fearon,Contributor,http://shakespeare.acropolis.org.uk/people/Ray+Fearon
ICMA004P,cast,Gerald Kyd,Contributor,http://shakespeare.acropolis.org.uk/people/Gerald+Kyd
ICMA004P,cast,Fred Melamed,Announcer,http://shakespeare.acropolis.org.uk/people/Fred+Melamed
ICMA004P,cast,Robert Whitelock,Hamlet,http://shakespeare.acropolis.org.uk/people/Robert+Whitelock
ICMA004P,cast,Michael Wood,Presenter,http://shakespeare.acropolis.org.uk/people/Gerald+Kyd
ICMA005J,cast,Gregory Doran,Contributor,http://shakespeare.acropolis.org.uk/people/Gregory+Doran
ICMA005J,cast,Ray Fearon,Contributor,http://shakespeare.acropolis.org.uk/people/Ray+Fearon
ICMA005J,cast,Gerald Kyd,Contributor,http://shakespeare.acropolis.org.uk/people/Gerald+Kyd
ICMA005J,cast,Fred Melamed,Announcer,http://shakespeare.acropolis.org.uk/people/Fred+Melamed
ICMA005J,cast,Robert Whitelock,Hamlet,http://shakespeare.acropolis.org.uk/people/Robert+Whitelock
ICMA005J,cast,Michael Wood,Presenter,http://shakespeare.acropolis.org.uk/people/Gerald+Kyd
ICMA006D,cast,Gregory Doran,Contributor,http://shakespeare.acropolis.org.uk/people/Gregory+Doran
ICMA006D,cast,Ray Fearon,Contributor,http://shakespeare.acropolis.org.uk/people/Ray+Fearon
ICMA006D,cast,Gerald Kyd,Contributor,http://shakespeare.acropolis.org.uk/people/Gerald+Kyd
ICMA006D,cast,Fred Melamed,Announcer,http://shakespeare.acropolis.org.uk/people/Fred+Melamed
ICMA006D,cast,Robert Whitelock,Hamlet,http://shakespeare.acropolis.org.uk/people/Robert+Whitelock
ICMA006D,cast,Michael Wood,Presenter,http://shakespeare.acropolis.org.uk/people/Gerald+Kyd
ICMA026K,cast,Alison Steadman,Contributor,http://shakespeare.acropolis.org.uk/people/Alison+Steadman
ICMA026K,cast,Bill Bailey,Contributor,http://shakespeare.acropolis.org.uk/people/Bill+Bailey
ICMA026K,cast,Greg Wise,Contributor,http://shakespeare.acropolis.org.uk/people/Greg+Wise
LCA3712B,cast,Bob Wellings,Contributor,http://shakespeare.acropolis.org.uk/people/Bob+Wellings
LCA5239T,cast,Tony Beckley,Contributor,http://shakespeare.acropolis.org.uk/people/Tony+Beckley
LCA5239T,cast,Terence Brady,Contributor,http://shakespeare.acropolis.org.uk/people/Terence+Brady
LCA5239T,cast,John Gower,Contributor,http://shakespeare.acropolis.org.uk/people/John+Gower
LCA5239T,cast,Anne Jameson,Contributor,http://shakespeare.acropolis.org.uk/people/Anne+Jameson
LCA5239T,cast,Robin Ray,Contributor,http://shakespeare.acropolis.org.uk/people/Robin+Ray
LCA5239T,cast,Clive Swift,Contributor,http://dbpedia.org/resource/Clive_Swift
LCA5239T,cast,Bronwen Williams,Contributor,http://shakespeare.acropolis.org.uk/people/Bronwen+Williams
LCA5239T,cast,Freddy Williams,Contributor,http://shakespeare.acropolis.org.uk/people/Freddy+Williams
LCAC140F,cast,Glyn Worsnip,Contributor,http://shakespeare.acropolis.org.uk/people/Glyn+Worsnip
LCHR751B,cast,Liz Watts,Contributor,http://shakespeare.acropolis.org.uk/people/Liz+Watts
LCHR751B,cast,Stuart McGugan,Contributor,http://shakespeare.acropolis.org.uk/people/Stuart+McGugan
LDHB118F,cast,Fiona Shaw,Contributor,http://shakespeare.acropolis.org.uk/people/Fiona+Shaw
LDL5017X,cast,David Andrews,Sir John Bushy,http://shakespeare.acropolis.org.uk/people/David+Andrews
LDL5017X,cast,Geoffrey Bayldon,Edmund of Langley,http://dbpedia.org/resource/Geoffrey_Bayldon
LDL5017X,cast,Geoffrey Bayldon,Duke of York,http://dbpedia.org/resource/Geoffrey_Bayldon
LDL5017X,cast,Sean Connery,Harry Percy,http://dbpedia.org/resource/Sean_Connery
LDL5017X,cast,Juliet Cooke,Queen,http://shakespeare.acropolis.org.uk/people/Juliet+Cooke
LDL5017X,cast,George A. Cooper,Earl of Northumberland,http://shakespeare.acropolis.org.uk/people/George+A.+Cooper
LDL5017X,cast,Tom Fleming,"Henry Bolingbroke, Duke of Hereford",http://dbpedia.org/resource/Tom_Fleming_(actor)
LDL5017X,cast,Patrick Garland,Sir Stephen Scroop,http://dbpedia.org/resource/Patrick_Garland
LDL5017X,cast,Julian Glover,Lord Marshal,http://dbpedia.org/resource/Julian_Glover
LDL5017X,cast,Gordon Gostelow,Lord Willoughby,http://dbpedia.org/resource/Gordon_Gostelow
LDL5017X,cast,John Greenwood,Duke of Aumerle,http://shakespeare.acropolis.org.uk/people/John+Greenwood
LDL5017X,cast,Noel Johnson,Thomas Mowbray,http://dbpedia.org/resource/Noel_Johnson
LDL5017X,cast,Terence Lodge,Sir William Bagot,http://shakespeare.acropolis.org.uk/people/Terence+Lodge
LDL5017X,cast,John Ringham,Lord Berkeley,http://dbpedia.org/resource/John_Ringham
LDL5017X,cast,Alan Rowe,Lord Ross,http://dbpedia.org/resource/Alan_Rowe
LDL5017X,cast,Leon Shepperdson,Earl of Salisbury,http://shakespeare.acropolis.org.uk/people/Leon+Shepperdson
LDL5017X,cast,Brian Smith,Servant to the Duke of York,http://shakespeare.acropolis.org.uk/people/Brian+Smith
LDL5017X,cast,David William,Richard II,http://dbpedia.org/resource/David_William
LDL5017X,cast,Jerome Willis,Sir Henry Green,http://dbpedia.org/resource/Jerome_Willis
LDL5017X,cast,Frank Windsor,Bishop of Carlisle,http://dbpedia.org/resource/Frank_Windsor
LDL5017X,cast,Edgar Wreford,John of Gaunt,http://dbpedia.org/resource/Edgar_Wreford
LDL5018R,cast,Angela Baddeley,Mistress Quickly,http://dbpedia.org/resource/Angela_Baddeley
LDL5018R,cast,Geoffrey Bayldon,"Thomas Percy, Earl of Worcester",http://dbpedia.org/resource/Geoffrey_Bayldon
LDL5018R,cast,Sean Connery,Henry Percy,http://dbpedia.org/resource/Sean_Connery
LDL5018R,cast,George A. Cooper,Earl of Northumberland,http://shakespeare.acropolis.org.uk/people/George+A.+Cooper
LDL5018R,cast,Michael Graham Cox,Carrier,http://dbpedia.org/resource/Michael_Graham_Cox
LDL5018R,cast,Kenneth Farrington,Gadshill,http://dbpedia.org/resource/Kenneth_Farrington
LDL5018R,cast,Tom Fleming,King Henry IV,http://dbpedia.org/resource/Tom_Fleming_(actor)
LDL5018R,cast,Patrick Garland,John of Lancaster,http://dbpedia.org/resource/Patrick_Garland
LDL5018R,cast,Julian Glover,Earl of Westmorland,http://dbpedia.org/resource/Julian_Glover
LDL5018R,cast,Gordon Gostelow,Bardolph,http://dbpedia.org/resource/Gordon_Gostelow
LDL5018R,cast,Robert Hardy,"Henry, Prince of Wales",http://dbpedia.org/resource/Robert_Hardy
LDL5018R,cast,Timothy Harley,Francis,http://shakespeare.acropolis.org.uk/people/Timothy+Harley
LDL5018R,cast,Patricia Heneghan,Lady Percy,http://shakespeare.acropolis.org.uk/people/Patricia+Heneghan
LDL5018R,cast,Robert Lang,Sherriff,http://dbpedia.org/resource/Robert_Lang_(actor)
LDL5018R,cast,Terence Lodge,Peto,http://shakespeare.acropolis.org.uk/people/Terence+Lodge
LDL5018R,cast,Frank Pettingell,Sir John Falstaff,http://dbpedia.org/resource/Frank_Pettingell
LDL5018R,cast,John Ringham,Vintner,http://dbpedia.org/resource/John_Ringham
LDL5018R,cast,Brian Smith,Poins,http://shakespeare.acropolis.org.uk/people/Brian+Smith
LDL5018R,cast,Derek Ware,Servant to Hotspur,http://dbpedia.org/resource/Frank_Pettingell
LDL5018R,cast,Jerome Willis,Carrier,http://dbpedia.org/resource/Jerome_Willis
LDL5018R,cast,Frank Windsor,Sir Walter Blunt,http://dbpedia.org/resource/Frank_Windsor
LDL5019K,cast,Geoffrey Bayldon,Lord Chief Justice,http://dbpedia.org/resource/Geoffrey_Bayldon
LDL5019K,cast,Sean Connery,Harry Percy,http://dbpedia.org/resource/Sean_Connery
LDL5019K,cast,George A. Cooper,Ancient Pistol,http://shakespeare.acropolis.org.uk/people/George+A.+Cooper
LDL5019K,cast,Michael Graham Cox,Davy,http://dbpedia.org/resource/Michael_Graham_Cox
LDL5019K,cast,Kenneth Farrington,Earl of Warwick,http://dbpedia.org/resource/Kenneth_Farrington
LDL5019K,cast,Tom Fleming,King Henry IV,http://dbpedia.org/resource/Tom_Fleming_(actor)
LDL5019K,cast,Patrick Garland,John of Lancaster,http://dbpedia.org/resource/Patrick_Garland
LDL5019K,cast,Julian Glover,Earl of Westmorland,http://dbpedia.org/resource/Julian_Glover
LDL5019K,cast,Gordon Gostelow,Bardolph,http://dbpedia.org/resource/Gordon_Gostelow
LDL5019K,cast,Robert Hardy,Henry,http://dbpedia.org/resource/Robert_Hardy
